File Name,Estimated Area,Segmented Image Path,Clicked Points
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2021-07-16.jpg,0.0202,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2021-07-16_segmented.jpg,"[[61.013706289844585, 47.99147727272728], [58.60894438508267, 48.64732142857143], [55.54833832447661, 46.023944805194816], [52.050502826641114, 44.7122564935065], [48.55266732880562, 45.36810064935065], [44.61760239374069, 47.99147727272728], [43.08729936343766, 50.61485389610391], [44.836217112355406, 54.1126893939394], [47.02236429850259, 56.73606601731603], [49.20851148464977, 58.047754329004334], [51.8318881080264, 57.82913961038962], [54.45526473140303, 56.5174512987013], [57.95310022923852, 53.45684523809525], [61.88816516430345, 53.45684523809525], [61.88816516430345, 50.17762445887446], [61.013706289844585, 47.99147727272728]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2024-08-06.jpg,0.031200000000000002,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2024-08-06_segmented.jpg,"[[61.88816516430345, 45.732456289844606], [58.82755910369739, 44.63938269677101], [55.32972360586189, 45.07661213400044], [50.95742923356753, 44.42076797815629], [47.240979017117304, 42.23462079200911], [45.71067598681427, 40.70431776170608], [43.08729936343766, 42.89046494785326], [39.58946386560216, 45.732456289844606], [39.58946386560216, 49.667521224909535], [40.026693302831596, 53.16535672274504], [41.33838161451991, 55.78873334612166], [44.836217112355406, 58.41210996949828], [48.3340526101909, 60.16102771841603], [50.7388145149528, 57.97488053226885], [53.36219113832943, 52.946742004130314], [55.98556776170606, 52.50951256690088], [59.70201797815627, 52.50951256690088], [62.76262403876233, 50.97920953659785], [62.76262403876233, 47.481374038762354], [61.88816516430345, 45.732456289844606]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2019-07-27.jpg,0.015346534653465346,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2019-07-27_segmented.jpg,"[[61.076476852615144, 48.64732142857143], [58.23448551062381, 47.99147727272728], [55.39249416863247, 46.24255952380953], [52.76911754525584, 45.36810064935065], [49.052667328805626, 45.8053300865801], [46.64790542404373, 48.428706709956714], [44.89898767512598, 50.17762445887446], [45.99206126819956, 51.92654220779222], [48.396823172961476, 54.54991883116884], [51.02019979633809, 55.86160714285715], [53.64357641971472, 55.86160714285715], [56.266953043091334, 54.1126893939394], [58.89032966646796, 53.01961580086581], [62.38816516430346, 52.582386363636374], [62.606779882918175, 49.74039502164503], [61.076476852615144, 48.64732142857143]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2020-08-23.jpg,0.015445544554455445,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2020-08-23_segmented.jpg,"[[58.89032966646796, 49.959009740259745], [56.04833832447662, 46.679788961038966], [51.89465867079697, 45.36810064935065], [47.522364298502595, 46.023944805194816], [44.46175823789653, 47.772862554112564], [44.0245288006671, 49.959009740259745], [45.33621711235541, 53.45684523809525], [46.429290705429, 55.64299242424243], [48.61543789157619, 57.6105248917749], [50.36435564049394, 57.6105248917749], [53.206346982485286, 56.5174512987013], [56.70418248032078, 52.36377164502165], [59.10894438508268, 52.14515692640693], [58.89032966646796, 49.959009740259745]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2023-07-06.jpg,0.025346534653465348,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2023-07-06_segmented.jpg,"[[62.38816516430346, 47.99147727272728], [59.327559103697396, 48.64732142857143], [54.955264731403034, 46.46117424242425], [52.987732263870555, 44.27502705627707], [49.27128204742034, 42.74472402597404], [47.08513486127316, 40.99580627705629], [43.80591408205238, 43.40056818181819], [41.6197668959052, 46.679788961038966], [41.6197668959052, 50.17762445887446], [42.712840488978784, 53.675459956709965], [44.89898767512598, 57.17329545454546], [48.396823172961476, 58.484983766233775], [51.89465867079697, 57.17329545454546], [55.17387945001775, 54.54991883116884], [57.57864135477965, 52.36377164502165], [61.73232100845931, 52.80100108225109], [62.606779882918175, 50.61485389610391], [62.38816516430346, 47.99147727272728]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2024-06-15.jpg,0.03415841584158416,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2024-06-15_segmented.jpg,"[[62.606779882918175, 46.023944805194816], [57.797256073394365, 46.023944805194816], [53.4249617011, 44.493641774891785], [49.92712620326451, 42.08887987012987], [47.522364298502595, 40.77719155844157], [44.243143519281816, 41.65165043290044], [42.056996333134634, 43.40056818181819], [39.65223442837272, 46.24255952380953], [40.08946386560217, 49.959009740259745], [40.74530802144632, 52.582386363636374], [42.712840488978784, 56.08022186147187], [44.46175823789653, 58.484983766233775], [47.95959373573203, 60.015286796536806], [51.45742923356754, 60.45251623376624], [55.611108887247184, 57.82913961038962], [56.266953043091334, 54.33130411255412], [59.327559103697396, 52.80100108225109], [62.82539460153289, 53.238230519480524], [62.16955044568874, 49.52178030303031], [62.606779882918175, 46.023944805194816]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2022-06-06.jpg,0.024257425742574258,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2022-06-06_segmented.jpg,"[[62.38816516430346, 46.60691516430347], [58.89032966646796, 47.69998875737707], [53.862191138329436, 44.42076797815629], [49.052667328805626, 42.671850229238544], [47.08513486127316, 43.76492382231214], [44.46175823789653, 45.51384157122989], [43.15006992620822, 47.481374038762354], [43.15006992620822, 50.76059481798313], [44.46175823789653, 53.60258615997447], [47.30374957988788, 56.44457750196582], [50.801585077723374, 57.756265813654124], [53.64357641971472, 57.756265813654124], [56.485567761706065, 55.35150390889222], [60.20201797815628, 54.25843031581863], [62.606779882918175, 55.57011862750694], [62.82539460153289, 51.197824255212566], [62.38816516430346, 46.60691516430347]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2019-06-22.jpg,0.014653465346534653,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2019-06-22_segmented.jpg,"[[61.51370628984459, 47.26276098804557], [58.89032966646796, 47.48137570666029], [55.8297236058619, 45.951072676357256], [53.206346982485286, 44.639384364668956], [49.92712620326451, 45.295228520513106], [47.522364298502595, 46.60691683220142], [45.99206126819956, 48.35583458111917], [47.08513486127316, 50.76059648588107], [47.74097901711731, 53.383973109257695], [51.23881451495281, 55.7887350140196], [54.518035294173586, 55.7887350140196], [56.485567761706065, 53.60258782787241], [60.20201797815628, 52.72812895341354], [61.076476852615144, 50.32336704865163], [61.51370628984459, 47.26276098804557]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2023-09-17.jpg,0.0332,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2023-09-17_segmented.jpg,"[[61.013706289844585, 47.1170183982684], [56.64141191755021, 46.89840367965368], [51.61327338941168, 44.93087121212122], [46.585134861273154, 42.74472402597404], [43.08729936343766, 44.05641233766235], [40.24530802144631, 46.679788961038966], [39.152234428372715, 50.17762445887446], [39.80807858421688, 54.98714826839828], [43.08729936343766, 58.26636904761906], [46.36652014265844, 60.88974567099568], [51.8318881080264, 60.88974567099568], [55.98556776170606, 56.73606601731603], [59.92063269677099, 53.01961580086581], [62.544009320147616, 50.17762445887446], [61.013706289844585, 47.1170183982684]]"
C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Data/Sentinel-s019/RGB\RGB_2021-07-24.jpg,0.019504950495049505,C:/Users/cmeri/OneDrive - Dartmouth College/Math_76/FinalProject/Math76_FinalProject/Output\RGB_2021-07-24_segmented.jpg,"[[62.38816516430346, 47.99147727272728], [59.98340325954156, 48.428706709956714], [57.57864135477965, 46.24255952380953], [53.64357641971472, 43.40056818181819], [50.145740921879224, 44.05641233766235], [46.866520142658445, 44.493641774891785], [45.33621711235541, 46.679788961038966], [44.0245288006671, 49.959009740259745], [45.99206126819956, 53.45684523809525], [47.95959373573203, 56.08022186147187], [50.58297035910866, 57.39191017316018], [53.4249617011, 55.86160714285715], [55.39249416863247, 54.1126893939394], [58.015870792009096, 52.80100108225109], [61.950935727074025, 52.582386363636374], [62.38816516430346, 50.17762445887446], [62.38816516430346, 47.99147727272728]]"
